Date,CyclonesinIndia,WesternHemisphereWarmPool,OceanNinoIndex,ElNinoPrecipitationIndex,BivariateENSO,NorthAtlanticOscillation,AtlanticSST,EastAsia,AMO,AtlanticHurricaneDays,AntarcticOscillation,Rain,MeanTemp,Methane,Cdioxide,NOX,maxTemp,minTemp,OceanHeat,tsr,msl,Region1,Region2,Region3,Region4,Region5
9/30/1960,2,1.4,-0.94,,-0.18,0.53,0.52,-0.81,0.042,12.75,,200.65,26.51,,120581.961,,30.93,22.14,-2,,,92.77777778,177.21,179.81,590.16,367.8
10/31/1960,1,1.28,0.09,,0.07,-1.37,0.17,0.59,0.038,0,,105.15,24.62,,120581.961,,30.53,18.76,-2,,,50.24444444,59.99,100.73,160.34,125.5
11/30/1960,0,0.84,-0.23,,-0.47,-0.67,0.25,0.81,0.033,0,,15.91,20.5,,120581.961,,27.55,13.5,-2,,,67.3,14.08,29.57,118.48,51.45
12/31/1960,3,-0.01,0.17,,-0.23,-0.03,-0.29,-1.97,0.029,0,,7.57,18.39,,120581.961,,25.52,11.31,-2,,,11.63333333,9.06,5.22,26.16,0.25
1/31/1961,12,-0.02,1.18,,0.15,-0.03,-0.16,-0.52,0.026,0,,13.64,17.95,,130402.187,,24.85,11.08,-2,,,36.04444444,21.58,28.66,33.76,0
2/28/1961,3,0.04,0.43,,-0.27,0.07,-0.33,0.19,0.025,0,,15.53,18.41,,130402.187,,25.39,11.48,-2,,,22.34444444,26.43,55.77,78.7,2.6
3/31/1961,3,-0.39,0.09,,0.95,0.17,0.41,-0.62,0.024,0,,15.31,24.74,,130402.187,,32.05,17.47,-2,,,8.011111111,8.39,24.22,121.52,0.45
4/30/1961,18,0,0.34,,-0.23,-1.83,1.79,1.25,0.024,0,,34.34,27.98,,130402.187,,35.2,20.81,-2,,,21.44444444,20.82,18.55,105.1,25
5/31/1961,3,-0.25,-0.06,,0.05,-0.28,2.11,-0.38,0.024,0,,56.17,30.04,,130402.187,,36.57,23.55,-2,,,33.57777778,47.23,90.79,520.18,408.6
6/30/1961,2,-0.52,-0.61,,0.36,1.17,0.74,-1.36,0.024,0,,115.59,28.83,,130402.187,,34.07,23.64,-2,,,85.38888889,136.18,274.23,553.54,875.5
7/31/1961,0,-0.91,-1.22,,-0.16,-0.36,1.15,0.36,0.026,4,,271.1,26.73,,130402.187,,30.57,22.95,-2,,,187.9777778,313.63,369.43,598.3,1714.1
8/31/1961,5,0.34,-1.13,,-0.08,1.03,1.27,0.69,0.026,0,,244.99,26.5,,130402.187,,30.09,22.95,-2,,,182.5333333,231.31,367.24,534.54,824.45
9/30/1961,2,-0.18,-2.01,,-0.3,1.36,0.18,1.78,0.027,34,,220.31,25.99,,130402.187,,30.2,21.83,-2,,,98.16666667,172.16,343.75,367.02,594.45
10/31/1961,2,-0.39,-2.28,,-0.06,1.07,-0.54,-1.05,0.028,8.5,,75.75,24.25,,130402.187,,29.98,18.58,-2,,,74.88888889,152.69,124.17,234.04,279.25
11/30/1961,0,-0.23,-1.85,,-0.41,-0.79,-0.21,-0.16,0.028,1,,17.97,20.22,,130402.187,,26.68,13.8,-2,,,26.85555556,14.97,17.45,92.1,11.7
12/31/1961,4,-0.32,-2.69,,-0.7,-1.46,1.51,-0.26,0.029,0,,28.71,16.61,,130402.187,,23.67,9.61,-2,,,13.65555556,6.81,18.52,35.64,1.35
1/31/1962,10,-0.17,-1.29,,-0.83,0.2,1.96,-0.62,0.03,0,,7.52,16.3,,143467.708,,23.63,9.02,-1,,,14.21111111,9.38,15.6,55.18,0.2
2/28/1962,2,-0.19,-1.15,,0.11,0.18,1.96,-0.12,0.031,0,,8.12,19.66,,143467.708,,26.93,12.44,-1,,,19.22222222,17.28,19.45,41.2,1.7
3/31/1962,1,-0.54,-1.42,,-0.13,-2.99,3.26,-0.33,0.032,0,,21.67,23.61,,143467.708,,31.19,16.08,-1,,,16.37777778,12.45,16.23,26.74,0.1
4/30/1962,13,-1.54,-0.8,,-0.28,0.93,3.15,-0.29,0.032,0,,37.85,27.81,,143467.708,,34.9,20.76,-1,,,30.97777778,34.52,44.49,116.74,16.15
5/31/1962,4,-1.39,-1.22,,-0.76,-0.04,2.82,0.24,0.031,0,,44.82,29.84,,143467.708,,36.47,23.26,-1,,,32.37777778,41.16,71.35,414.48,244.45
6/30/1962,0,-0.26,-1.62,,-0.21,0.47,1.3,1.01,0.03,0,,146.08,29.55,,143467.708,,34.97,24.17,-1,,,37.17777778,76.48,167,567.98,420.45
7/31/1962,1,0.92,-1.46,,-0.05,-2.43,2.44,-0.42,0.028,0,,251.16,27.37,,143467.708,,31.32,23.47,-1,,,129.6333333,253.89,314.89,594.74,1331.5
8/31/1962,5,2.5,-0.48,,-0.2,0.05,1.56,1.4,0.026,1.5,,284.57,26.41,,143467.708,,30.1,22.76,-1,,,130.1111111,250.42,285.56,702.04,980.65
9/30/1962,3,1.44,-1.58,,-0.53,-0.21,0.98,-0.13,0.023,0,,161.43,25.89,,143467.708,,30.17,21.66,-1,,,162.5555556,238.38,239.02,301.74,469.7
10/31/1962,0,1.47,-1.55,,-0.63,0.96,0.41,1.19,0.021,9.25,,98.22,24.09,,143467.708,,30.16,18.08,-1,,,68.8,79.77,74.68,237.32,181.1
11/30/1962,0,1.15,-0.37,,-0.33,-0.38,1.42,-2,0.018,0,,21.99,20.76,,143467.708,,27.68,13.89,-1,,,23.08888889,23.76,10.74,78.67587262,15.65
12/31/1962,3,-0.23,-0.96,,-0.15,-1.31,2.91,-0.08,0.016,0,,11.66,17.74,,143467.708,,24.55,10.97,-1,,,28.77777778,28.16,28.59,143.7758726,89.75
1/31/1963,13,-0.17,-0.33,,-0.47,-2.98,3.15,-0.09,0.013,0,,4.7,16.84,,154083.673,,24.31,9.42,-2,,,11.22222222,3.61,16.15,26.02,0.55
2/28/1963,4,-0.3,-0.16,,-0.29,-1.53,3.07,-1.07,0.011,0,,7.35,20.36,,154083.673,,28.09,12.67,-2,,,8.511111111,7.63,20.5,19.08,0.4
3/31/1963,0,-0.09,-0.54,,-0.27,-0.85,1.42,2.08,0.008,0,,11.29,23.61,,154083.673,,31.13,16.14,-2,,,42.83333333,27.6,24.28,65.82,14.35
4/30/1963,17,0.42,-0.41,,-0.14,-1.61,1.76,-0.46,0.003,0,,29.92,26.94,,154083.673,,33.95,19.97,-2,,,36.6,23.49,51.4,143.12,19.8
5/31/1963,3,-0.01,-0.65,,0.09,2.05,-0.21,-1.84,-0.001,0,,47.52,29.33,,154083.673,,35.94,22.76,-2,,,29.21111111,29.52,85.6,275.08,46.8
6/30/1963,3,0.45,-0.88,,0.63,-0.13,-1.12,0.97,-0.004,0,,136.98,29,,154083.673,,34.23,23.82,-2,,,48.84444444,124.3,234.67,517.76,638.4
7/31/1963,0,-0.27,-1,,0.81,-0.74,-1.14,0.85,-0.008,0,,323.93,27.41,,154083.673,,31.47,23.41,-2,,,84.64444444,241.77,326.89,614.86,1033.2
8/31/1963,6,2.49,-1.03,,0.88,-0.95,-2.04,-0.08,-0.011,9.75,,275.02,26.31,,154083.673,,29.92,22.75,-2,,,176.4222222,298.67,344.74,671.08,1214.25
9/30/1963,3,2.04,0.45,,0.83,1.89,-3.19,-0.77,-0.014,7,,193.96,26.2,,154083.673,,30.76,21.68,-2,,,89.66666667,132.07,256.23,336.8,243.65
10/31/1963,1,1.78,-0.52,,1.19,1.53,-2.34,0.6,-0.017,20.5,,69,25.03,,154083.673,,30.9,19.21,-2,,,63.96666667,104.15,128.87,202.22,162.8
11/30/1963,0,1.92,-2.08,,0.86,-1.47,-2.21,0.51,-0.019,0,,26.47,21.68,,154083.673,,28.08,15.34,-2,,,41.88888889,18.42,32.77,54.76,9.95
12/31/1963,4,-0.09,-1.08,,1.21,-1.87,-2.96,0.18,-0.021,0,,7.29,18.17,,154083.673,,25.34,11.05,-2,,,27.86666667,6.83,12.99,50.84,5
1/31/1964,12,-0.08,0.01,,0.67,-1.62,-1.59,2.14,-0.024,0,,7.65,16.72,,150647.694,,23.88,9.6,-5,,,16.28888889,18.04,10.4,26.32,0
2/28/1964,3,-0.14,-0.21,,0.4,-2.06,0.21,-0.23,-0.024,0,,12.76,19.75,,150647.694,,27.12,12.41,-5,,,7.888888889,8.04,19.67,28.76,0
3/31/1964,1,0.03,-0.87,,-0.36,-1.66,0.74,1.42,-0.023,0,,15.1,25.04,,150647.694,,32.68,17.45,-5,,,13.66666667,10.27,19.4,48.3,1.3
4/30/1964,16,-0.45,-1.03,,-1,0.25,0.17,0.93,-0.022,0,,28.71,28.54,,150647.694,,35.59,21.54,-5,,,19.05555556,16.28,48.89,143.28,3.35
5/31/1964,4,-1.13,-1.91,,-0.45,0.53,1.5,0.7,-0.021,0,,33.57,29.74,,150647.694,,36.46,23.08,-5,,,21.55555556,31.76,66.52,278.78,14.3
6/30/1964,3,-0.85,-0.32,,-0.91,1.61,1.34,1.77,-0.021,0,,108.59,29.28,,150647.694,,34.66,23.96,-5,,,51.87777778,106.03,205.41,689.72,661
7/31/1964,0,-0.46,-0.51,,-0.64,1.92,0.25,0.36,-0.02,0,,281.75,26.63,,150647.694,,30.52,22.8,-5,,,246.7555556,283.51,370.82,821.4,886.15
8/31/1964,7,-1.09,-1.03,,-1.13,-2.4,0.09,3.04,-0.021,6.5,,215.37,26.33,,150647.694,,30.07,22.64,-5,,,152.4666667,232.74,333.82,459.64,1004.95
9/30/1964,3,-1.03,-0.68,,-1.15,0.34,0.34,0.8,-0.022,30.5,,131.57,26.01,,150647.694,,30.41,21.66,-5,,,137,217.63,228.11,439.52,371.4
10/31/1964,2,-1.43,-0.37,,-1.17,1.32,0.28,-0.42,-0.024,6,,32.56,24.87,,150647.694,,30.81,18.98,-5,,,39.24444444,40.48,86.05,229.38,179.1
11/30/1964,0,-1.37,-0.8,,-0.52,-0.14,0.95,0.86,-0.026,0,,17.72,20.42,,150647.694,,27.39,13.49,-5,,,35.78888889,19.38,16.45,112.96,36
12/31/1964,5,-0.32,-1.52,,-0.27,-0.23,1.08,-0.27,-0.027,0,,20.66,17.66,,150647.694,,24.83,10.53,-5,,,19.18888889,5.45,6.48,40.84,9
1/31/1965,12,-0.17,-1.24,,-0.03,-0.65,-0.62,-0.37,-0.028,0,,14.14,18.18,,165972.087,,25.38,11.04,-4,,,11.36666667,8.33,9.21,12.72,2.95
2/28/1965,1,-0.3,-1.16,,-0.22,-2.2,-1.26,1.46,-0.03,0,,10.08,19.53,,165972.087,,26.76,12.34,-4,,,21.44444444,21.91,29.92,49.52,0
3/31/1965,1,-0.64,0.04,,-0.3,-1.99,-1.02,-1.84,-0.032,0,,9.8,23.26,,165972.087,,30.79,15.76,-4,,,16.93333333,21.54,33.98,51.6,0
4/30/1965,14,0.18,0.62,,0.52,0.64,-1.4,0.67,-0.032,0,,16.6,26.82,,165972.087,,33.8,19.89,-4,,,39.08888889,24.3,30.29,128.58,7.7
5/31/1965,5,0.37,-0.66,,0.31,-0.52,-1.84,2.95,-0.033,0,,48.97,29.84,,165972.087,,36.44,23.29,-4,,,33.3,25.34,48.5,274.64,19.9
6/30/1965,1,-1.63,-0.8,,1.03,0.6,-2.26,1.33,-0.037,0,,149.02,29.84,,165972.087,,35.25,24.49,-4,,,26.47777778,68.16,155.95,471.36,807.7
7/31/1965,0,-0.62,-0.47,,1.9,0.35,-1.51,0.37,-0.042,0,,247.01,27.05,,165972.087,,31.07,23.07,-4,,,149.5333333,275.86,301.14,454.04,1198.1
8/31/1965,6,-1.12,0.2,,1.55,0.45,-2.35,1.29,-0.045,4.25,,208.33,26.45,,165972.087,,30.32,22.62,-4,,,125.4444444,176.31,230.05,459.26,593
9/30/1965,4,-0.57,0.59,,1.63,0.51,-2.66,0.66,-0.049,20,,150.45,26.2,,165972.087,,30.82,21.63,-4,,,68.17777778,110.4,179.11,309.9,172.15
10/31/1965,0,0.68,-0.36,,1.54,0.92,-2.64,3.08,-0.052,3,,54.33,25.22,,165972.087,,31.21,19.27,-4,,,24.15555556,19.97,49.28,129.52,17
11/30/1965,0,0.68,-0.59,,1.91,-1.88,-2.32,-0.4,-0.057,0,,58.47,21.6,,165972.087,,28.51,14.73,-4,,,25.01111111,7.33,11.5,97.14,11.15
12/31/1965,4,0.32,0.06,,0.79,1.18,-1.35,-1.13,-0.061,0,,17.29,17.94,,165972.087,,25.04,10.89,-4,,,34.44444444,8.49,38.18,134.7,121.75
1/31/1966,16,0.16,-0.82,,1.22,-2.54,-0.35,-0.49,-0.064,0,,9.24,17.82,,171765.947,,25.03,10.65,-4,,,5.2,12.02,20.14,30.94,1.85
2/28/1966,2,0.06,-0.03,,0.78,-2.02,2.12,-0.02,-0.067,0,,5.26,21.13,,171765.947,,28.54,13.77,-4,,,33.18888889,16.59,10.71,26.76,0
3/31/1966,0,0.31,-1.29,,1.31,0.18,3.01,1.5,-0.07,0,,43.53,23.99,,171765.947,,31.69,16.35,-4,,,22.23333333,10.06,11.79,43.44,0.4
4/30/1966,18,0.3,0.06,,0.89,-0.96,3.3,0.08,-0.075,0,,25.35,27.94,,171765.947,,35.12,20.82,-4,,,23.08888889,13.19,18.93,120.42,6
5/31/1966,7,-0.86,-0.53,,0.43,0.25,2.26,0.06,-0.079,0,,36.1,30.16,,171765.947,,36.97,23.41,-4,,,45.46666667,40.05,46.54,241.08,130.35
6/30/1966,1,-1.19,0.16,,0.18,1.37,0.82,0.84,-0.084,4,,155.63,29.29,,171765.947,,34.54,24.09,-4,,,82.42222222,108.87,278.15,437.24,473.95
7/31/1966,0,-0.22,0.26,,0.44,0.35,0.39,-1.23,-0.087,6,,293.76,27.81,,171765.947,,32.03,23.65,-4,,,117.9333333,235.04,306.98,543.34,1145.6
8/31/1966,8,0.44,-0.35,,-0.13,-2.39,0.3,1.87,-0.091,8.5,,246.52,26.59,,171765.947,,30.31,22.92,-4,,,169.4111111,175.91,260.77,430.06,251.2
9/30/1966,6,0.76,-0.33,,0.18,-0.29,0.45,2.66,-0.094,10,,153.68,26.14,,171765.947,,30.74,21.6,-4,,,118.2,143.69,164.46,310.06,371.55
10/31/1966,0,0.45,-1.17,,0.14,-0.23,0.11,0.87,-0.096,9.25,,41.56,24.96,,171765.947,,31.1,18.88,-4,,,61.24444444,33.18,74.03,173.7,117.9
11/30/1966,0,1.14,-1.15,,-0.07,-0.18,0.33,-2.94,-0.098,4,,12.68,21.61,,171765.947,,28.06,15.2,-4,,,64.1,50.59,43.37,133.66,171.4
12/31/1966,6,-0.32,-0.32,,0.2,0.58,0.09,-0.61,-0.101,0,,37.92,17.53,,171765.947,,24.73,10.37,-4,,,19.17777778,14.49,23.18,76.78,31.95
1/31/1967,14,-0.17,-0.2,,-0.91,-1.55,0.84,0.34,-0.106,0,,15.25,16.95,,172238.99,,24.19,9.74,-5,,,7.233333333,5.22,20.47,41.18,1
2/28/1967,0,-0.27,-0.18,,-0.95,-0.23,0.1,-0.52,-0.11,0,,14.05,20.58,,172238.99,,28.34,12.85,-5,,,14.51111111,9.95,7.6,20.92,0
3/31/1967,1,-0.78,-1.2,,-0.55,1.18,0.2,-0.01,-0.115,0,,20.54,23.05,,172238.99,,30.19,15.95,-5,,,56.84444444,49.8,64.65,81.44,3.9
4/30/1967,15,-1.11,-0.89,,-0.29,0.05,1.3,-1.07,-0.119,0,,33.37,27.21,,172238.99,,34.46,20.02,-5,,,17.34444444,14.01,37.87,85.48,9.65
5/31/1967,6,-1.47,-1.24,,0.15,-0.87,0.84,-0.18,-0.124,0,,37.89,29.98,,172238.99,,36.73,23.29,-5,,,22.91111111,19.49,55.85,285.3,47.1
6/30/1967,0,-1.93,-1.16,,-0.23,1.72,0.01,1.86,-0.128,0,,157.34,29.56,,172238.99,,34.97,24.19,-5,,,54.32222222,118.47,178.56,451.76,713.8
7/31/1967,0,-1.98,-0.89,,0.02,0.44,0.43,1.25,-0.131,0,,253.8,27.17,,172238.99,,31.19,23.2,-5,,,194.6333333,300.79,347.57,622.6,1238.85
8/31/1967,6,-2.72,-1.24,,-0.4,1.73,0.08,-0.8,-0.134,0,,193.36,26.14,,172238.99,,29.79,22.54,-5,,,173.7555556,229.24,369.8,375.3,545.15
9/30/1967,4,-1.34,-0.72,,-0.5,1.05,0.18,0.83,-0.136,28.25,,140.82,25.92,,172238.99,,30.37,21.53,-5,,,105.6888889,142.37,223.9,274.42,277.1
10/31/1967,0,-0.33,-0.64,,-0.12,0.59,-0.43,-0.25,-0.138,8,,67.66,24.44,,172238.99,,30.56,18.38,-5,,,48.87777778,25.12,41.48,177,117.2
11/30/1967,0,-0.23,-0.05,,0.14,0.5,-1.82,-1.66,-0.141,0,,19.94,20.69,,172238.99,,27.49,13.93,-5,,,23.24444444,4.51,6.47,41.22,4.05
12/31/1967,4,-0.29,-0.4,,0.24,-0.51,-2.17,0.4,-0.144,0,,8.22,18.41,,172238.99,,25.17,11.69,-5,,,72.87777778,49.52,48.64,30.98,9.25
1/31/1968,12,-0.17,-0.95,,-0.47,-0.36,-0.99,0.62,-0.149,0,,6.12,16.59,,187336.029,,23.4,9.82,-7,,,20.93333333,29.03,35.77,26.56,1
2/28/1968,0,-0.3,-0.4,,-0.82,-1.91,0.68,-1.26,-0.153,0,,5.82,18.59,,187336.029,,25.87,11.37,-7,,,17.6,18.53,25.63,19.54,0.15
3/31/1968,1,-0.96,-0.31,,-0.27,0.02,0.67,2.16,-0.158,0,,16.41,23.64,,187336.029,,31.21,16.12,-7,,,22.11111111,19.89,27.97,68.36,3.2
4/30/1968,13,-2.59,-1.03,,-0.19,-1.32,-0.07,-0.01,-0.161,0,,28.16,27.11,,187336.029,,34.36,19.92,-7,,,25.62222222,18.55,32,118.8,24.85
5/31/1968,7,-2.47,-0.53,,-0.81,-1.58,-0.14,0.16,-0.163,0,,49.21,29.49,,187336.029,,36.23,22.8,-7,,,18.94444444,17.86,39.52,272.88,10.35
6/30/1968,0,-2.24,-0.35,,-0.16,0.64,-1.45,1.26,-0.164,2.25,,116.4,29.32,,187336.029,,34.61,24.07,-7,,,40.7,96.38,225.39,598.68,691.75
7/31/1968,0,-0.93,0.53,,0.08,-0.77,-1.79,2.57,-0.164,0,,305.53,27.1,,187336.029,,31.1,23.17,-7,,,169.4222222,259.42,385.28,710.94,1342.6
8/31/1968,7,-0.01,0.19,,0.35,-0.97,-1.9,-0.46,-0.165,2.75,,234.25,26.49,,187336.029,,30.3,22.72,-7,,,104.0333333,170.31,303.74,358.08,387.5
9/30/1968,4,1.24,0.06,,0.3,-1.73,-1.62,0.11,-0.166,1.75,,168.88,26.85,,187336.029,,31.71,22.03,-7,,,66.84444444,124.47,158.9,362.44,253.5
10/31/1968,0,0.64,-0.34,,0.37,-1.99,-1.44,1.59,-0.166,5,,55.39,24.42,,187336.029,,30.52,18.36,-7,,,47.74444444,67.29,62.43,192.88,175.9
11/30/1968,0,0.77,-0.44,,0.65,-1.11,-1.13,2.2,-0.167,0,,36.61,21.09,,187336.029,,28.11,14.11,-7,,,29.5,16.79,15.07,79.02,19.35
12/31/1968,4,-0.14,-1.27,,0.39,-1.39,-0.68,-0.58,-0.169,0,,12.5,18.07,,187336.029,,25.13,11.06,-7,,,23.25555556,7.51,9.69,32.62,0.05
1/31/1969,12,-0.09,-1.26,,1.11,-1.48,1.11,0.17,-0.17,0,,16.28,17.3,,190724.337,,24.38,10.28,-7,,,11.68888889,8.01,16.3,33.42,0
2/28/1969,1,-0.01,-0.95,,1.05,-2.2,2.86,-2.12,-0.172,0,,16.41,20.13,,190724.337,,27.39,12.92,-7,,,19.97777778,9.22,6.43,17.14,0
3/31/1969,1,2.04,-0.5,,0.48,-2.04,5.19,1.61,-0.176,0,,20.48,25.45,,190724.337,,33.04,17.9,-7,,,18.42222222,9.5,20.58,42.52,0.6
4/30/1969,14,2.09,-0.44,,0.71,1.52,3.83,0.56,-0.18,0,,23.68,28.24,,190724.337,,35.39,21.14,-7,,,27.5,21.89,47.96,104.24,22.95
5/31/1969,6,4.28,-0.2,,0.87,0.56,3.17,0.99,-0.183,0,,57.76,29.7,,190724.337,,36.34,23.1,-7,,,35.34444444,64.21,71.05,254.88,26.15
6/30/1969,0,4.3,0.89,,0.4,0.86,1.89,2.16,-0.187,0,,210.3,29.77,,190724.337,,35.09,24.49,-7,,,33.41111111,99.05,156.04,491.52,685.65
7/31/1969,0,4.67,0.1,,0.59,0.6,1.61,1.61,-0.192,0,,233.93,27.16,,190724.337,,31.28,23.1,-7,,,144.4444444,275.51,416.62,516.14,1268.05
8/31/1969,6,1.95,-0.81,,0.72,-1.99,0.54,-0.21,-0.194,13,,311.76,26.36,,190724.337,,30.16,22.6,-7,,,133.2111111,232.05,438.5,359,507.65
9/30/1969,1,2.49,-0.66,,0.94,2.17,-0.26,-0.68,-0.196,9,,216.38,26.12,,190724.337,,30.5,21.79,-7,,,89.54444444,186.25,229.53,312.84,564.35
10/31/1969,0,1.3,1.12,,1.04,1.23,-0.52,2.33,-0.199,15.75,,75.28,25.22,,190724.337,,31.23,19.25,-7,,,79.2,50.43,45.06,110.4,100.65
11/30/1969,0,2.01,0.15,,0.5,-1.14,0.52,-2.27,-0.2,2.5,,16.98,22.08,,190724.337,,28.86,15.35,-7,,,40.53333333,42.65,36.83,111.9,52.9
12/31/1969,1,-0.19,1.38,,0.29,-0.35,1.88,-0.96,-0.202,0,,1.27,18.25,,190724.337,,25.43,11.11,-7,,,20.94444444,11.83,18.24,29.8,6.15
1/31/1970,11,-0.17,0.61,,0.87,-2.26,3.81,-0.14,-0.203,0,,10.37,17.6,398212,195143.072,84290.24,24.55,10.7,-5,,,20.66666667,19.54,29.86,39.86,0
2/28/1970,3,-0.29,0.43,,0.84,0.28,4.2,-1.15,-0.204,0,,13.77,19.73,398212,195143.072,84290.24,26.85,12.66,-5,,,21.77777778,13.58,47.02,35.92,0
3/31/1970,1,-0.73,1.33,,0.2,-1.41,5.33,-4.17,-0.205,0,,10.03,23.83,398212,195143.072,84290.24,31.05,16.66,-5,,,15.1,8.58,36.39,37.66,1
4/30/1970,15,-0.42,0.43,,0.46,-1.56,4.12,-0.18,-0.208,0,,37,28.58,398212,195143.072,84290.24,35.7,21.52,-5,,,15.82222222,14.36,28.06,133.4,16.2
5/31/1970,4,-1.11,-0.49,,0.15,1.11,3.58,-0.2,-0.21,0.5,,66.69,30.65,398212,195143.072,84290.24,37.22,24.14,-5,,,36.37777778,46.38,76.91,316.26,167.45
6/30/1970,2,-1.08,0.06,,-0.51,1.87,2.48,0.36,-0.212,0,,204.45,28.38,398212,195143.072,84290.24,33.59,23.23,-5,,,76.51111111,177.97,286.48,513.42,903.5
7/31/1970,1,-1.25,-0.68,,-0.36,0.13,1.2,1.15,-0.213,0,,221.17,27.23,398212,195143.072,84290.24,31.39,23.12,-5,,,105.3888889,194.52,379.23,541.42,1126.5
8/31/1970,7,-0.55,-1.63,,-0.81,0,0.86,2.4,-0.213,2.25,,264.22,26.36,398212,195143.072,84290.24,30.05,22.71,-5,,,208.3,295.23,400.45,391.54,1147.65
9/30/1970,3,-0.24,-1.67,,-0.98,0.06,-0.02,-0.12,-0.214,2,,156.85,26.12,398212,195143.072,84290.24,30.43,21.85,-5,,,125.5333333,197.63,290.82,374.98,320.7
10/31/1970,0,-0.13,-1.39,,-0.71,-0.49,0.31,0.46,-0.215,2,,92.15,24.97,398212,195143.072,84290.24,30.91,19.08,-5,,,55.08888889,62.12,95.13,222.12,121.8
11/30/1970,0,-0.22,-0.8,,-1.31,-0.76,0.51,-0.35,-0.216,0,,13.9,20.42,398212,195143.072,84290.24,27.45,13.44,-5,,,29.34444444,2.24,21.84,105.38,14.35
12/31/1970,3,-0.32,-0.97,,-1.36,-1.2,0.97,0.81,-0.216,0,,9.13,17.33,398212,195143.072,84290.24,24.85,9.86,-5,,,2.3,0.05,2.03,47.7,0.1
1/31/1971,10,-0.17,-1.9,,-0.83,-1.82,0.73,-1.57,-0.218,0,,5.22,16.97,401434,205869.047,86999.95,23.89,10.09,-4,,,9.855555556,9.94,23.87,38.88,0
2/28/1971,3,-0.3,-1.74,,-1.5,-0.17,-0.17,0.38,-0.221,0,,16.61,19.44,401434,205869.047,86999.95,26.94,12,-4,,,22.41111111,14.28,29.12,31.76,0.05
3/31/1971,2,-0.96,-1.68,,-1.66,-1.28,-1,-0.32,-0.225,0,,9.23,23.59,401434,205869.047,86999.95,31.3,15.93,-4,,,8.444444444,4.91,11.73,41.08,0.2
4/30/1971,15,-2.57,-1.59,,-1.69,-0.41,-2.61,0.66,-0.229,0,,24.04,27.96,401434,205869.047,86999.95,35.07,20.91,-4,,,26.15555556,34.28,83.09,130.56,11.9
5/31/1971,5,-2.32,-1.55,,-1,0.51,-3.56,0.72,-0.233,0,,42.69,29.1,401434,205869.047,86999.95,35.58,22.67,-4,,,44.83333333,55.45,122.06,283.74,176.7
6/30/1971,2,-1.95,-1.55,,-0.67,-1.28,-3.8,0.95,-0.237,0,,110.37,27.78,401434,205869.047,86999.95,32.67,22.94,-4,,,88.22222222,175.03,311.65,584.98,1062.55
7/31/1971,0,-1.54,-2.2,,-0.42,0.27,-1.96,0.02,-0.24,0,,188.43,26.56,401434,205869.047,86999.95,30.4,22.76,-4,,,140.4333333,203.56,396.51,492.52,833.9
8/31/1971,7,-2.97,-0.15,,-1.1,1.87,-2.47,1.67,-0.241,3.25,,205.37,26.04,401434,205869.047,86999.95,29.72,22.4,-4,,,168.4555556,235.92,395.48,403.62,567.3
9/30/1971,4,-3.97,0.21,,-1.13,0.53,-1.56,-0.3,-0.242,25.5,,131.41,26.13,401434,205869.047,86999.95,30.71,21.6,-4,,,66.6,146.81,213.69,329.6,289.1
10/31/1971,2,-3.38,-0.22,,-1.26,1.14,-0.26,1.94,-0.244,0,,64.25,24.35,401434,205869.047,86999.95,30.13,18.62,-4,,,68.86666667,88.76,121.7,297.9,47.8
11/30/1971,0,-1.9,-1.25,,-0.69,-0.34,0.73,-1.35,-0.248,0,,28.17,20.35,401434,205869.047,86999.95,27.15,13.58,-4,,,17.32222222,3.36,22.47,77.86,3.95
12/31/1971,6,-0.32,-1.87,,-0.47,0.47,-0.44,1.63,-0.251,0,,16.23,17.46,401434,205869.047,86999.95,24.71,10.26,-4,,,27.13333333,1.29,13.8,47.9,1.25
1/31/1972,12,-0.13,-1.99,,-0.41,-0.19,-1.63,0.56,-0.255,0,,11.09,17.29,401638,217849.136,89779.41,24.63,9.99,-3,,,10.94444444,7.81,4.68,16.58,0
2/28/1972,4,-0.3,-1.83,,-0.47,-0.08,-2.15,-1.07,-0.259,0,,12.52,18.07,401638,217849.136,89779.41,25.2,10.98,-3,,,23.03333333,19.32,28.51,40.92,0.3
3/31/1972,2,-0.57,-2.09,,-0.2,0.35,-3.12,2.15,-0.261,0,,13.51,24.17,401638,217849.136,89779.41,31.82,16.56,-3,,,21.38888889,6.09,8.58,53.94,0.1
4/30/1972,18,0.33,-1.65,,0.44,-0.38,-3.04,-0.57,-0.262,0,,20.85,27.44,401638,217849.136,89779.41,34.68,20.26,-3,,,21.15555556,16.33,27.97,178.38,8.8
5/31/1972,5,0.17,-1.57,,1.56,0.93,-3.32,0.03,-0.264,0,,62.3,30.44,401638,217849.136,89779.41,37.24,23.69,-3,,,41.4,26.85,31.41,356.5,82.05
6/30/1972,1,-1.4,-1.87,,1.23,1.19,-4.31,0.91,-0.263,1.5,,147.47,30.31,401638,217849.136,89779.41,35.89,24.78,-3,,,53.3,93.46,139.31,443.92,689.45
7/31/1972,1,-0.64,-0.83,,1.7,0.21,-4.77,-0.16,-0.262,0,,280.7,27.66,401638,217849.136,89779.41,31.88,23.49,-3,,,104.1111111,158.53,253.24,545.72,900.2
